term	gene
K12015	NP_003132.2
K12027	NP_003132.2
K12033	NP_003132.2
K12034	NP_003132.2
K11090	NP_003133.1
K13249	NP_003135.2
K13250	NP_003136.1
K09272	NP_003137.1
K15624	NP_003138.3
K15625	NP_003138.3
K04692	NP_003141.2
K11222	NP_003142.1
K11223	NP_003143.2
K11224	NP_003143.2
K11224	NP_003144.3
K11225	NP_003144.3
K16059	NP_003147.2
K18196	NP_003147.2
K08857	NP_003148.2
K20877	NP_003148.2
K08824	NP_003150.1
K11480	NP_003151.2
K04688	NP_003152.1
K17608	NP_003153.2
K08490	NP_003155.2
K15292	NP_003156.1
K11822	NP_003158.2
K15171	NP_003159.1
K15172	NP_003160.2
K11292	NP_003161.2
K17675	NP_003162.2
K02358	NP_003164.1
K11419	NP_003164.1
K10369	NP_003165.2
K05507	NP_003166.1
K19533	NP_003167.2
K05855	NP_003168.2
K07360	NP_003168.2
K19941	NP_003169.2
K15290	NP_003171.2
K19905	NP_003171.2
K10172	NP_003172.1
K05239	NP_003173.1
K06059	NP_003174.3
K03128	NP_003175.2
K20526	NP_003177.2
K04427	NP_003179.1
K09068	NP_003180.1
K15604	NP_003180.1
K21766	NP_003183.2
K03120	NP_003185.1
K03145	NP_003186.1
K02868	NP_003189.3
K15076	NP_003189.3
K15603	NP_003190.1
K09063	NP_003191.1
K15603	NP_003191.1
K11830	NP_003192.1
K02620	NP_003193.2
K09061	NP_003194.3
K05638	NP_003195.1
K09039	NP_003195.1
K09040	NP_003195.1
K09041	NP_003195.1
K15603	NP_003196.1
K09072	NP_003197.2
K20813	NP_003202.3
K01201	NP_003204.2
K09448	NP_003204.2
K01201	NP_003205.2
K09448	NP_003205.2
K07364	NP_003206.2
K07370	NP_003206.2
K09058	NP_003207.1
K21889	NP_003208.2
K11110	NP_003209.2
K09176	NP_003212.2
K09180	NP_003212.2
K09176	NP_003213.1
K09177	NP_003213.1
K09179	NP_003213.1
K09180	NP_003213.1
K09108	NP_003214.1
K07952	NP_003215.1
K22453	NP_003216.1
K22454	NP_003216.1
K22456	NP_003216.1
K22454	NP_003217.4
K06503	NP_003225.2
K10809	NP_003226.4
K08774	NP_003227.1
K13376	NP_003229.1
K13377	NP_003230.1
K04668	NP_003231.2
K04388	NP_003233.4
K05843	NP_003234.2
K19383	NP_003235.1
K05620	NP_003236.3
K04659	NP_003237.2
K16857	NP_003237.2
K04659	NP_003238.2
K16857	NP_003238.2
K04659	NP_003239.2
K16857	NP_003239.2
K01392	NP_003240.1
K01393	NP_003240.1
K05547	NP_003241.2
K08362	NP_003241.2
K13201	NP_003243.1
K19041	NP_003243.1
K05731	NP_003244.2
K16847	NP_003244.2
K16451	NP_003245.1
K00857	NP_003249.3
K06769	NP_003250.3
K12275	NP_003253.1
K05398	NP_003254.2
K10169	NP_003254.2
K10171	NP_003254.2
K18808	NP_003254.2
K10159	NP_003255.2
K05401	NP_003256.1
K18808	NP_003256.1
K10160	NP_003257.1
K10168	NP_003259.2
K08545	NP_003260.1
K06497	NP_003261.1
K06571	NP_003261.1
K17295	NP_003261.1
K17294	NP_003262.1
K17350	NP_003262.1
K00222	NP_003264.2
K19532	NP_003264.2
K20307	NP_003265.3
K10370	NP_003266.1
K06087	NP_003268.2
K17520	NP_003269.2
K12042	NP_003270.1
K05865	NP_003271.1
K10371	NP_003272.3
K12044	NP_003272.3
K10372	NP_003274.3
K06252	NP_003276.3
K03163	NP_003277.1
K09290	NP_003280.2
K10373	NP_003280.2
K10374	NP_003280.2
K10375	NP_003280.2
K09290	NP_003281.1
K10373	NP_003281.1
K10375	NP_003281.1
K01280	NP_003282.2
K09291	NP_003283.2
K20478	NP_003283.2
K01340	NP_003285.2
K09633	NP_003285.2
K20301	NP_003286.1
K19919	NP_003287.1
K08543	NP_003288.2
K08544	NP_003288.2
K14031	NP_003288.2
K08543	NP_003289.2
K08544	NP_003289.2
K14031	NP_003289.2
K09487	NP_003290.1
K03174	NP_003291.2
K04282	NP_003292.1
K12792	NP_003293.2
K16676	NP_003293.2
K04964	NP_003295.1
K04967	NP_003295.1
K04968	NP_003295.1
K13803	NP_003295.1
K04966	NP_003296.1
K04969	NP_003296.1
K04970	NP_003296.1
K04964	NP_003297.1
K04967	NP_003297.1
K04968	NP_003297.1
K13803	NP_003297.1
K04977	NP_003298.2
K04983	NP_003298.2
K11284	NP_003299.2
K11284	NP_003300.1
K11289	NP_003300.1
K01011	NP_003303.2
K19371	NP_003303.2
K09527	NP_003306.3
K15712	NP_003307.3
K09342	NP_003308.1
K09343	NP_003308.1
K09344	NP_003308.1
K09345	NP_003308.1
K08866	NP_003309.2
K12567	NP_003310.4
K02358	NP_003312.3
K19600	NP_003313.3
K11293	NP_003316.3
K05469	NP_003317.1
K05142	NP_003318.1
K08016	NP_003319.2
K03671	NP_003320.2
K22182	NP_003321.3
K11219	NP_003322.3
K07992	NP_003323.1
K02927	NP_003324.1
K03178	NP_003325.2
K10698	NP_003326.2
K10573	NP_003328.1
K10574	NP_003328.1
K06689	NP_003329.1
K06689	NP_003330.1
K06689	NP_003331.1
K20217	NP_003332.1
K02331	NP_003333.1
K10575	NP_003333.1
K04555	NP_003334.2
K10576	NP_003335.1
K10577	NP_003336.1
K04552	NP_003338.1
K10580	NP_003339.1
K10704	NP_003341.1
K12160	NP_003343.1
K05256	NP_003344.1
K15103	NP_003346.2
K15103	NP_003347.1
K00720	NP_003349.1
K00012	NP_003350.1
K00699	NP_003351.3
K04628	NP_003351.3
K18274	NP_003352.2
K19899	NP_003352.2
K03648	NP_003353.1
K11835	NP_003354.2
K21343	NP_003354.2
K00757	NP_003355.1
K00414	NP_003356.2
K17732	NP_003356.2
K09106	NP_003358.1
K11832	NP_003359.3
K21249	NP_003360.2
K06274	NP_003361.1
K05730	NP_003362.2
K05700	NP_003364.1
K05862	NP_003365.1
K15040	NP_003366.2
K15041	NP_003366.2
K05448	NP_003367.4
K05448	NP_003368.1
K16858	NP_003368.1
K05762	NP_003370.2
K05763	NP_003370.2
K08007	NP_003370.2
K04573	NP_003371.2
K07606	NP_003371.2
K07610	NP_003371.2
K05264	NP_003372.1
K04585	NP_003373.2
K04590	NP_003373.2
K12473	NP_003374.3
K20052	NP_003374.3
K20053	NP_003374.3
K08816	NP_003375.1
K19936	NP_003376.2
K19475	NP_003378.3
K10421	NP_003379.4
K10422	NP_003379.4
K10423	NP_003379.4
K13887	NP_003380.3
K06632	NP_003381.1
K00182	NP_003382.1
K00572	NP_003382.1
K01384	NP_003382.1
K00444	NP_003383.4
K00714	NP_003384.2
K01357	NP_003385.2
K01064	NP_003386.1
K01262	NP_003390.4
K14208	NP_003390.4
K14290	NP_003391.1
K10886	NP_003392.1
K09201	NP_003394.1
K16197	NP_003395.1
K16198	NP_003396.1
K16197	NP_003397.1
K15308	NP_003398.3
K09228	NP_003399.1
K06235	NP_003403.2
K09224	NP_003403.2
K09225	NP_003403.2
K09226	NP_003403.2
K09227	NP_003403.2
K18487	NP_003404.1
K09228	NP_003405.4
K09228	NP_003406.1
K09228	NP_003407.1
K09228	NP_003408.1
K09250	NP_003409.1
K09228	NP_003412.1
K09221	NP_003413.2
K09228	NP_003416.1
K09228	NP_003417.2
K20828	NP_003418.2
K09228	NP_003419.3
K09228	NP_003422.2
K09228	NP_003424.3
K09228	NP_003425.3
K09228	NP_003427.3
K09230	NP_003427.3
K09228	NP_003428.1
K09229	NP_003430.1
K09228	NP_003431.2
K09228	NP_003432.1
K20828	NP_003433.3
K10500	NP_003434.2
K09228	NP_003436.4
K09228	NP_003437.2
K09228	NP_003438.1
K09230	NP_003438.1
K09228	NP_003439.2
K09229	NP_003441.1
K09230	NP_003441.1
K09228	NP_003442.2
K09228	NP_003443.2
K09228	NP_003445.2
K09229	NP_003446.2
K09228	NP_003447.2
K09229	NP_003447.2
K14689	NP_003450.2
K14690	NP_003450.2
K14695	NP_003450.2
K10410	NP_003453.3
K18041	NP_003454.1
K01183	NP_003456.1
K17523	NP_003456.1
K09293	NP_003457.1
K04189	NP_003458.1
K02375	NP_003459.2
K11838	NP_003461.2
K04882	NP_003462.2
K04883	NP_003462.2
K04884	NP_003462.2
K17046	NP_003463.1
K04705	NP_003464.1
K06834	NP_003465.3
K06835	NP_003465.3
K06836	NP_003465.3
K08608	NP_003465.3
K08616	NP_003465.3
K09377	NP_003467.1
K00627	NP_003468.2
K13997	NP_003468.2
K10612	NP_003469.2
K11836	NP_003472.2
K09187	NP_003473.3
K09188	NP_003473.3
K08408	NP_003476.3
K13780	NP_003477.4
K13781	NP_003477.4
K13782	NP_003477.4
K16518	NP_003479.1
K17965	NP_003480.2
K19941	NP_003481.3
K20791	NP_003482.1
K18261	NP_003485.1
K22125	NP_003485.1
K11253	NP_003486.1
K11254	NP_003486.1
K08874	NP_003487.1
K00232	NP_003491.1
K10214	NP_003491.1
K00232	NP_003492.2
K02157	NP_003493.1
K04385	NP_003493.1
K02214	NP_003494.1
K06628	NP_003495.1
K02235	NP_003496.1
K02432	NP_003496.1
K02376	NP_003497.2
K02432	NP_003497.2
K02235	NP_003498.1
K02432	NP_003498.1
K02842	NP_003499.1
K11251	NP_003500.1
K11251	NP_003501.1
K11251	NP_003502.1
K11251	NP_003503.1
K11251	NP_003504.2
K11251	NP_003505.1
K11251	NP_003507.1
K11251	NP_003508.1
K11252	NP_003509.1
K11252	NP_003510.1
K11252	NP_003511.1
K11252	NP_003512.1
K11252	NP_003513.1
K11252	NP_003514.2
K11252	NP_003515.1
K11252	NP_003516.1
K11252	NP_003517.2
K11252	NP_003518.2
K11252	NP_003519.1
K11253	NP_003520.1
K11254	NP_003520.1
K11275	NP_003520.1
K11253	NP_003521.2
K11254	NP_003521.2
K11275	NP_003521.2
K11253	NP_003522.1
K11254	NP_003522.1
K11275	NP_003522.1
K11253	NP_003523.1
K11254	NP_003523.1
K11275	NP_003523.1
K11253	NP_003524.1
K11254	NP_003524.1
K11275	NP_003524.1
K11253	NP_003525.1
K11254	NP_003525.1
K11275	NP_003525.1
K11253	NP_003526.1
K11254	NP_003526.1
K11275	NP_003526.1
K11253	NP_003527.1
K11254	NP_003527.1
K11275	NP_003527.1
K11253	NP_003528.1
K11254	NP_003528.1
K11275	NP_003528.1
K11253	NP_003529.1
K11254	NP_003529.1
K11253	NP_003530.1
K11254	NP_003530.1
K11253	NP_003531.1
K11254	NP_003531.1
K11253	NP_003532.1
K11254	NP_003532.1
K11253	NP_003533.1
K11254	NP_003533.1
K11253	NP_003534.1
K11254	NP_003534.1
K11253	NP_003535.1
K11254	NP_003535.1
K11253	NP_003536.1
K11254	NP_003536.1
K11253	NP_003537.1
K11254	NP_003537.1
K11254	NP_003538.1
K11253	NP_003539.1
K11254	NP_003539.1
K01197	NP_003540.2
K06638	NP_003541.2
K00940	NP_003542.1
K20790	NP_003542.1
K04257	NP_003544.2
K04257	NP_003545.1
K04257	NP_003546.1
K00889	NP_003548.1
K03029	NP_003548.1
K00889	NP_003549.1
K16343	NP_003551.2
K15104	NP_003553.2
K10523	NP_003554.1
K20526	NP_003555.1
K08269	NP_003556.2
K21357	NP_003556.2
K21358	NP_003556.2
K12478	NP_003557.3
K17090	NP_003559.2
K08488	NP_003560.2
K10379	NP_003562.1
K08023	NP_003564.2
K06096	NP_003565.4
K10707	NP_003565.4
K09228	NP_003566.1
K08838	NP_003567.2
K00637	NP_003569.1
K10875	NP_003570.2
K18953	NP_003571.2
K07365	NP_003572.2
K19862	NP_003572.2
K18669	NP_003573.2
K18669	NP_003574.1
K19916	NP_003577.2
K19917	NP_003577.2
K19918	NP_003577.2
K19938	NP_003577.2
K19939	NP_003577.2
K00558	NP_003579.3
K10609	NP_003579.3
K00558	NP_003580.1
K10609	NP_003580.1
K03869	NP_003581.1
K03870	NP_003582.2
K03347	NP_003583.2
K09407	NP_003584.2
K14862	NP_003585.3
K15173	NP_003585.3
K01021	NP_003586.3
K01021	NP_003587.1
K09209	NP_003588.1
K13943	NP_003588.1
K01201	NP_003589.1
K09448	NP_003589.1
K11313	NP_003590.1
K11479	NP_003591.2
K11481	NP_003591.2
K11654	NP_003592.3
K11727	NP_003592.3
K09572	NP_003593.3
K07187	NP_003595.1
K17446	NP_003595.1
K16307	NP_003598.2
K08416	NP_003599.2
K14298	NP_003601.1
K16480	NP_003602.1
K04231	NP_003605.1
K04232	NP_003605.1
K13575	NP_003606.3
K13855	NP_003606.3
K13858	NP_003606.3
K13859	NP_003606.3
K13861	NP_003606.3
K13130	NP_003607.2
K16449	NP_003608.1
K04406	NP_003609.2
K04408	NP_003609.2
K08833	NP_003609.2
K09624	NP_003610.2
K13912	NP_003610.2
K10147	NP_003611.1
K15304	NP_003615.2
K08228	NP_003618.1
K05690	NP_003619.2
K02649	NP_003620.3
K13336	NP_003621.1
K07759	NP_003622.2
K07379	NP_003623.1
K07380	NP_003623.1
K10461	NP_003624.1
K10462	NP_003624.1
K19269	NP_003625.2
K02576	NP_003626.1
K02577	NP_003626.1
K02578	NP_003626.1
K02579	NP_003626.1
K04883	NP_003627.1
K06586	NP_003628.2
K06484	NP_003629.2
K06487	NP_003629.2
K06584	NP_003629.2
K07210	NP_003630.1
K11373	NP_003631.2
K06566	NP_003632.4
K19831	NP_003632.4
K21598	NP_003634.2
K18618	NP_003635.2
K08746	NP_003636.2
K08748	NP_003636.2
K08749	NP_003636.2
K00901	NP_003637.2
K00901	NP_003638.1
K13903	NP_003641.3
K06099	NP_003642.3
K01292	NP_003643.3
K01294	NP_003643.3
K07752	NP_003643.3
K13022	NP_003643.3
K21392	NP_003643.3
K12177	NP_003644.2
K01020	NP_003645.1
K01022	NP_003645.1
K11452	NP_003646.2
K08794	NP_003647.1
K09361	NP_003649.2
K00803	NP_003650.1
K14480	NP_003652.2
K06911	NP_003653.1
K12397	NP_003655.3
K10104	NP_003656.2
K04249	NP_003658.1
K04308	NP_003658.1
K04309	NP_003658.1
K08399	NP_003658.1
K04442	NP_003659.2
K03729	NP_003661.1
K06639	NP_003662.1
K06639	NP_003663.2
K19879	NP_003664.1
K12817	NP_003666.1
K04712	NP_003667.1
K13174	NP_003669.4
K00486	NP_003670.2
K01866	NP_003671.1
K00868	NP_003672.1
K01886	NP_003673.3
K14849	NP_003674.1
K04372	NP_003675.3
K13210	NP_003676.2
K10746	NP_003677.4
K06103	NP_003679.2
K15303	NP_003680.2
K09573	NP_003681.1
K18420	NP_003681.1
K06846	NP_003686.1
K04257	NP_003687.2
K04257	NP_003688.1
K04257	NP_003691.1
K05473	NP_003692.1
K16449	NP_003693.2
K14766	NP_003694.1
K16342	NP_003697.2
K04499	NP_003698.1
K00019	NP_003699.3
K00061	NP_003699.3
K11154	NP_003699.3
K13369	NP_003699.3
K09207	NP_003700.1
K15619	NP_003701.1
K01080	NP_003702.2
K01080	NP_003703.1
K01080	NP_003704.3
K19933	NP_003707.2
K05247	NP_003708.1
K08819	NP_003709.3
K18437	NP_003710.1
K11875	NP_003711.1
K08062	NP_003712.1
K04451	NP_003713.3
K10148	NP_003713.3
K10149	NP_003713.3
K00019	NP_003716.2
K00061	NP_003716.2
K11154	NP_003716.2
K13369	NP_003716.2
K17699	NP_003717.3
K07521	NP_003719.3
K01974	NP_003720.1
K01166	NP_003721.2
K16780	NP_003722.2
K18644	NP_003723.1
K18645	NP_003723.1
K14216	NP_003724.1
K14608	NP_003724.1
K00276	NP_003725.1
K16493	NP_003726.1
K16495	NP_003726.1
K16496	NP_003726.1
K16497	NP_003726.1
K16498	NP_003726.1
K16493	NP_003727.1
K16495	NP_003727.1
K16496	NP_003727.1
K16497	NP_003727.1
K16498	NP_003727.1
K16507	NP_003728.1
K06225	NP_003729.3
K11101	NP_003729.3
K00037	NP_003730.4
K00089	NP_003730.4
K00212	NP_003730.4
K00251	NP_003730.4
K04119	NP_003730.4
K05295	NP_003730.4
K13374	NP_003730.4
K04916	NP_003731.1
K04657	NP_003732.2
K09101	NP_003734.3
K06057	NP_003735.3
K04694	NP_003736.1
K10418	NP_003737.1
K00294	NP_003739.2
K07187	NP_003740.2
K16172	NP_003740.2
K03254	NP_003741.1
K03253	NP_003742.2
K03252	NP_003743.1
K03251	NP_003744.1
K03249	NP_003745.1
K03248	NP_003746.2
K03247	NP_003747.1
K03246	NP_003748.1
K03245	NP_003749.2
K13575	NP_003750.1
K13858	NP_003750.1
K13859	NP_003750.1
K13861	NP_003750.1
K03260	NP_003751.2
K08512	NP_003752.2
K08513	NP_003753.2
K08489	NP_003754.2
K08487	NP_003755.2
K08498	NP_003756.1
K08334	NP_003757.1
K12890	NP_003760.1
K21123	NP_003760.1
K07604	NP_003762.1
K01197	NP_003764.3
K00710	NP_003765.2
K04293	NP_003766.1
K17421	NP_003767.2
K07969	NP_003769.1
K07966	NP_003770.1
K07967	NP_003770.1
K07968	NP_003770.1
K07969	NP_003770.1
K07966	NP_003771.1
K07967	NP_003771.1
K07968	NP_003771.1
K07969	NP_003771.1
K00719	NP_003772.1
K07820	NP_003774.1
K13964	NP_003775.1
K05032	NP_003777.2
K05665	NP_003777.2
K05666	NP_003777.2
K05667	NP_003777.2
K03171	NP_003780.1
K03158	NP_003781.1
K05160	NP_003781.1
K10130	NP_003781.1
K08653	NP_003782.1
K03627	NP_003783.1
K01373	NP_003784.2
K17919	NP_003785.1
K17918	NP_003786.1
K17560	NP_003787.2
K11462	NP_003788.2
K18763	NP_003789.1
K00565	NP_003790.1
K03942	NP_003791.3
K13917	NP_003791.3
K05289	NP_003792.1
K10352	NP_003793.2
K02861	NP_003795.2
K02832	NP_003796.1
K02512	NP_003797.1
K05477	NP_003798.2
K05475	NP_003799.1
K05474	NP_003800.1
K04721	NP_003801.1
K05472	NP_003802.1
K06837	NP_003803.1
K16067	NP_003803.1
K06834	NP_003804.2
K08609	NP_003804.2
K08610	NP_003804.2
K16069	NP_003804.2
K06834	NP_003805.4
K08609	NP_003805.4
K08610	NP_003805.4
K16069	NP_003805.4
K06834	NP_003806.3
K06835	NP_003806.3
K06836	NP_003806.3
K08608	NP_003806.3
K08616	NP_003806.3
K16071	NP_003808.2
K00981	NP_003809.1
K13126	NP_003810.1
K08846	NP_003812.1
K08027	NP_003813.1
K08705	NP_003813.1
K05143	NP_003814.1
K02373	NP_003815.1
K08508	NP_003816.2
K18211	NP_003816.2
K21198	NP_003817.1
K15296	NP_003818.2
K01108	NP_003819.1
K18081	NP_003819.1
K06092	NP_003820.2
K06095	NP_003820.2
K06473	NP_003821.1
K06549	NP_003821.1
K06738	NP_003821.1
K06739	NP_003821.1
K06740	NP_003821.1
K06748	NP_003821.1
K06749	NP_003821.1
K06750	NP_003821.1
K06771	NP_003821.1
K10079	NP_003821.1
K08872	NP_003822.2
K06825	NP_003824.2
K17307	NP_003824.2
K13765	NP_003825.1
K16449	NP_003825.1
K13765	NP_003826.2
K16449	NP_003826.2
K03841	NP_003828.2
K00976	NP_003829.4
K05147	NP_003830.1
K04722	NP_003831.2
K04722	NP_003832.3
K04722	NP_003833.4
K04722	NP_003835.3
K08825	NP_003836.1
K18669	NP_003836.1
K13352	NP_003837.1
K13351	NP_003838.1
K01900	NP_003839.2
K01080	NP_003840.2
K01899	NP_003840.2
K01900	NP_003841.1
K08825	NP_003843.3
K08881	NP_003843.3
K08883	NP_003843.3
K05174	NP_003844.1
K05172	NP_003845.2
K04723	NP_003846.1
K05173	NP_003846.1
K05171	NP_003847.2
K04231	NP_003848.1
K04232	NP_003848.1
K00721	NP_003850.1
K21870	NP_003851.1
K11800	NP_003852.1
K04358	NP_003853.1
K09658	NP_003854.1
K19202	NP_003855.1
K09354	NP_003856.1
K01109	NP_003857.2
K04358	NP_003858.1
K04358	NP_003859.1
K01044	NP_003860.3
K01049	NP_003860.3
K01050	NP_003860.3
K01063	NP_003860.3
K03927	NP_003860.3
K07378	NP_003860.3
K14999	NP_003860.3
K15743	NP_003860.3
K05767	NP_003861.1
K16848	NP_003861.1
K06819	NP_003863.2
K06724	NP_003864.5
K06511	NP_003865.1
K06570	NP_003865.1
K01951	NP_003866.1
K04695	NP_003868.1
K04696	NP_003868.1
K04701	NP_003868.1
K01307	NP_003869.1
K04724	NP_003870.4
K06827	NP_003872.1
K06827	NP_003873.1
K06829	NP_003873.1
K22471	NP_003873.1
K06067	NP_003874.2
K11404	NP_003874.2
K06062	NP_003875.3
K11716	NP_003876.1
K16521	NP_003877.2
K12488	NP_003878.1
K00128	NP_003879.2
K07249	NP_003879.2
K08537	NP_003880.3
K08540	NP_003880.3
K08541	NP_003880.3
K15617	NP_003884.1
K20279	NP_003886.3
K03370	NP_003887.3
K20279	NP_003889.1
K05729	NP_003890.1
K07847	NP_003890.1
K13710	NP_003890.1
K01634	NP_003892.2
K20704	NP_003892.2
K13210	NP_003893.2
K03353	NP_003894.3
K06874	NP_003895.1
K09025	NP_003895.1
K04532	NP_003896.1
K03240	NP_003898.2
K03238	NP_003899.2
K12873	NP_003901.2
K08827	NP_003904.3
K12394	NP_003907.3
K12391	NP_003908.1
K00750	NP_003909.2
K03155	NP_003911.2
K07368	NP_003912.1
K10594	NP_003913.3
K09400	NP_003914.1
K09330	NP_003915.2
K10801	NP_003916.1
K11590	NP_003918.1
K07916	NP_003920.1
K05748	NP_003922.1
K05753	NP_003922.1
K06083	NP_003922.1
K06220	NP_003922.1
K09560	NP_003923.2
K15621	NP_003924.2
K19728	NP_003924.2
K13210	NP_003925.1
K03165	NP_003926.1
K08466	NP_003926.1
K11716	NP_003927.1
K19929	NP_003927.1
K01556	NP_003928.1
K12396	NP_003929.4
K03362	NP_003930.1
K11836	NP_003931.2
K05747	NP_003932.3
K04445	NP_003933.1
K16510	NP_003933.1
K22267	NP_003934.1
K17285	NP_003935.2
K02153	NP_003936.1
K09417	NP_003937.1
K08810	NP_003938.1
K15048	NP_003938.1
K08824	NP_003939.1
K04236	NP_003941.2
K04688	NP_003943.2
K06770	NP_003944.1
K04466	NP_003945.2
K04696	NP_003946.3
K10223	NP_003947.1
K10667	NP_003949.1
K04559	NP_003950.1
K20040	NP_003950.1
K08373	NP_003956.2
K06841	NP_003957.2
K06842	NP_003957.2
K05051	NP_003958.2
K10686	NP_003959.3
K10579	NP_003960.1
K04436	NP_003962.3
K20317	NP_003962.3
K15192	NP_003963.1
K02875	NP_003964.3
K20234	NP_003965.2
K08273	NP_003966.2
K17767	NP_003968.3
K12804	NP_003969.2
K20124	NP_003969.2
K04619	NP_003970.1
K08468	NP_003970.1
K10433	NP_003971.1
K16806	NP_003971.1
K16732	NP_003972.2
K03450	NP_003973.3
K13780	NP_003973.3
K13867	NP_003973.3
K13872	NP_003973.3
K03450	NP_003974.3
K13780	NP_003974.3
K13867	NP_003974.3
K13872	NP_003974.3
K14445	NP_003975.1
K00471	NP_003977.1
K08823	NP_003983.2
K12323	NP_003986.2
K12324	NP_003986.2
K02580	NP_003989.2
K04469	NP_003989.2
K05057	NP_003990.1
K01183	NP_003991.2
K17523	NP_003991.2
K06463	NP_003992.3
K06472	NP_003992.3
K12560	NP_003992.3
K16824	NP_003992.3
K07621	NP_003995.2
K07625	NP_003995.2
K00272	NP_004023.3
K00273	NP_004023.3
K16582	NP_004023.3
K00232	NP_004026.2
K10214	NP_004026.2
K01768	NP_004027.2
K08041	NP_004027.2
K08043	NP_004027.2
K08045	NP_004027.2
K08046	NP_004027.2
K08048	NP_004027.2
K01490	NP_004028.4
K01176	NP_004029.2
K17092	NP_004030.1
K07856	NP_004031.1
K04439	NP_004032.2
K13801	NP_004032.2
K12374	NP_004033.2
K00602	NP_004035.2
K07213	NP_004036.1
K02132	NP_004037.1
K03661	NP_004038.1
K02162	NP_004040.1
K02161	NP_004041.2
K02163	NP_004041.2
K15464	NP_004043.4
K14797	NP_004044.3
K04009	NP_004045.1
K04010	NP_004045.1
K04245	NP_004045.1
K08574	NP_004046.2
K08575	NP_004046.2
K01672	NP_004047.3
K14734	NP_004048.1
K00816	NP_004050.3
K10145	NP_004051.1
K10146	NP_004051.1
K06804	NP_004052.2
K06810	NP_004053.1
K06811	NP_004054.3
K06624	NP_004055.1
K10840	NP_004057.1
K16465	NP_004057.1
K20630	NP_004058.1
K11826	NP_004059.2
K11827	NP_004060.2
K05017	NP_004061.3
K05018	NP_004061.3
K08823	NP_004062.2
K04245	NP_004063.1
K08862	NP_004064.2
K02273	NP_004065.1
K02295	NP_004066.1
K01647	NP_004068.2
K09377	NP_004069.1
K01368	NP_004070.3
K04648	NP_004073.2
K04452	NP_004074.2
K17780	NP_004076.1
K12075	NP_004078.2
K12076	NP_004078.2
K21098	NP_004078.2
K00977	NP_004079.3
K03513	NP_004079.3
K14165	NP_004081.1
K17614	NP_004081.1
K07511	NP_004083.3
K05463	NP_004084.1
K19495	NP_004084.1
K03237	NP_004085.1
K07205	NP_004086.1
K07205	NP_004087.1
K18644	NP_004087.1
K18645	NP_004087.1
K09317	NP_004088.2
K09317	NP_004089.1
K17286	NP_004090.4
K15616	NP_004091.3
K17622	NP_004091.3
K04235	NP_004092.1
K08752	NP_004093.1
K08756	NP_004093.1
K05725	NP_004094.3
K05871	NP_004094.3
K00665	NP_004095.4
K07983	NP_004097.1
K10104	NP_004099.2
K22070	NP_004100.1
K10846	NP_004101.3
K18914	NP_004101.3
K04799	NP_004102.1
K04358	NP_004104.3
K04812	NP_004104.3
K22413	NP_004104.3
K22413	NP_004105.1
K22413	NP_004106.1
K09568	NP_004107.1
K06269	NP_004108.1
K09571	NP_004108.1
K12487	NP_004108.1
K09412	NP_004109.1
K05092	NP_004110.2
K20897	NP_004111.2
K20899	NP_004111.2
K20908	NP_004111.2
K18592	NP_004112.2
K04284	NP_004113.1
K05258	NP_004114.1
K19371	NP_004116.2
K04546	NP_004117.1
K04548	NP_004117.1
K12175	NP_004118.3
K03139	NP_004119.1
K22204	NP_004119.1
K00750	NP_004121.2
K01319	NP_004122.2
K01329	NP_004122.2
K01353	NP_004122.2
K09616	NP_004122.2
K08648	NP_004123.1
K09640	NP_004123.1
K07292	NP_004124.5
K07295	NP_004124.5
K08037	NP_004124.5
K08542	NP_004124.5
K08704	NP_004124.5
K04043	NP_004125.3
K00030	NP_004126.1
K14832	NP_004126.1
K01681	NP_004127.2
K22416	NP_004127.2
K04937	NP_004128.1
K05399	NP_004130.2
K10360	NP_004136.2
K03963	NP_004137.2
K16548	NP_004143.1
K16613	NP_004143.1
K02603	NP_004144.2
K13963	NP_004146.1
K13966	NP_004146.1
K04739	NP_004148.1
K05233	NP_004151.4
K07874	NP_004152.1
K07875	NP_004152.1
K07887	NP_004153.2
K07888	NP_004153.2
K07889	NP_004153.2
K07885	NP_004154.2
K07886	NP_004154.2
K14622	NP_004155.2
K07845	NP_004156.1
K07846	NP_004156.1
K07847	NP_004156.1
K00234	NP_004159.2
K05612	NP_004161.4
K05613	NP_004161.4
K05614	NP_004161.4
K05617	NP_004161.4
K05612	NP_004162.2
K05613	NP_004162.2
K05614	NP_004162.2
K05617	NP_004162.2
K05612	NP_004163.3
K05613	NP_004163.3
K05614	NP_004163.3
K05617	NP_004163.3
K13866	NP_004164.2
K11088	NP_004166.1
K07197	NP_004167.3
K09107	NP_004167.3
K08486	NP_004168.1
K18420	NP_004169.3
K00500	NP_004170.1
K00502	NP_004170.1
K12650	NP_004171.2
K05611	NP_004172.2
K13878	NP_004174.1
K13879	NP_004174.1
K13880	NP_004174.1
K13881	NP_004174.1
K22204	NP_004174.1
K01867	NP_004175.2
K10402	NP_004175.2
K00182	NP_004176.2
K00572	NP_004176.2
K01384	NP_004176.2
K06840	NP_004177.3
K11446	NP_004178.2
K12495	NP_004178.2
K09223	NP_004179.3
K09267	NP_004180.1
K01052	NP_004181.1
K14452	NP_004181.1
K19406	NP_004181.1
K18443	NP_004184.1
K06835	NP_004185.1
K08610	NP_004185.1
K16067	NP_004185.1
